,SpeciesName,Genus,Species,Family,Binomial
367,Adenocalymna impressum,Adenocalymna,impressum,Bignoniaceae,Adenocalymna impressum
368,Adenocalymna inundatum,Adenocalymna,inundatum,Bignoniaceae,Adenocalymna inundatum
369,Adenocalymna magdalenense,Adenocalymma,magdalenense,Bignoniaceae,Adenocalymma magdalenense
370,Adenocalymna marginatum,Adenocalymna,marginatum,Bignoniaceae,Adenocalymna marginatum
371,Adenocalymna paulistarum,Adenocalymna,paulistarum,Bignoniaceae,Adenocalymna paulistarum
372,Adenocalymna prancei,Adenocalymma,prancei,Bignoniaceae,Adenocalymma prancei
373,Adenocalymna purpurascens,Adenocalymna,purpurascens,Bignoniaceae,Adenocalymna purpurascens
374,Adenocalymna redactum,Adenocalymma,redactum,Bignoniaceae,Adenocalymma redactum
375,Adenocalymna salmoneum,Adenocalymna,salmoneum,Bignoniaceae,Adenocalymna salmoneum
376,Adenocalymna sclerophyllum,Adenocalymma,sclerophyllum,Bignoniaceae,Adenocalymma sclerophyllum
377,Adenocalymna sppCarajas1,Adenocalymna,,Bignoniaceae,Adenocalymna 
378,Adenocalymna uleanum,Adenocalymna,uleanum,Bignoniaceae,Adenocalymna uleanum
379,Adenophaedra megalophylla,Adenophaedra,megalophylla,Euphorbiaceae,Adenophaedra megalophylla
380,Adenophora grandiflora,Adenophora,grandiflora,Campanulaceae,Adenophora grandiflora
381,Adenopodia polystachya,Adenopodia,polystachya,Fabaceae,Adenopodia polystachya
382,Adenopodia scelerata,Adenopodia,scelerata,Fabaceae,Adenopodia scelerata
383,Adenopus sppMtcam1,Adenopus,,Cucurbitaceae,Adenopus 
384,Adenostephanus sppSCA1,Adenostephanus,,Proteaceae,Adenostephanus 
385,Adina cordifolia,Adina,cordifolia,Rubiaceae,Adina cordifolia
386,Adina pilulifera,Adina,pilulifera,Rubiaceae,Adina pilulifera
387,Adina polycephala,Adina,polycephala,Rubiaceae,Adina polycephala
388,Adina sessilifolia,Adina,sessilifolia,Rubiaceae,Adina sessilifolia
389,Adina sppVN1,Adina,,Rubiaceae,Adina 
390,Adinandra formosana,Adinandra,formosana,Pentaphylacaceae,Adinandra formosana
391,Adinandra glischroloma,Adinandra,glischroloma,Pentaphylacaceae,Adinandra glischroloma
392,Adinandra laotica,Adinandra,laotica,Pentaphylacaceae,Adinandra laotica
393,Adinandra millettii,Adinandra,millettii,Pentaphylacaceae,Adinandra millettii
394,Adinandra sppGenting1,Adinandra,,Pentaphylacaceae,Adinandra 
395,Adinandra sppGenting2,Adinandra,,Pentaphylacaceae,Adinandra 
396,Adinandra sppSakaera21,Adinandra,,Pentaphylacaceae,Adinandra 
397,Aegiphila alba,Aegiphila,alba,Lamiaceae,Aegiphila alba
398,Aegiphila albavel,Aegiphila,,Lamiaceae,Aegiphila
399,Aegiphila amaranth,Aegiphila,,Lamiaceae,Aegiphila
400,Aegiphila anomala,Aegiphila,anomala,Lamiaceae,Aegiphila anomala
401,Aegiphila brachiata,Aegiphila,brachiata,Lamiaceae,Aegiphila brachiata
402,Aegiphila cephalophora,Aegiphila,cephalophora,Lamiaceae,Aegiphila cephalophora
403,Aegiphila chrysantha,Aegiphila,chrysantha,Lamiaceae,Aegiphila chrysantha
404,Aegiphila cordata,Aegiphila,cordata,Lamiaceae,Aegiphila cordata
405,Aegiphila costaricensis,Aegiphila,costaricensis,Lamiaceae,Aegiphila costaricensis
406,Aegiphila elata,Aegiphila,elata,Lamiaceae,Aegiphila elata
407,Aegiphila elegans,Aegiphila,elegans,Lamiaceae,Aegiphila elegans
408,Aegiphila glabra,Aegiphila,glabra,Lamiaceae,Aegiphila glabra
409,Aegiphila haughtii,Aegiphila,haughtii,Lamiaceae,Aegiphila haughtii
410,Aegiphila hirsuta,Aegiphila,hirsuta,Lamiaceae,Aegiphila hirsuta
411,Aegiphila hoehnei,Aegiphila,hoehnei,Lamiaceae,Aegiphila hoehnei
412,Aegiphila integrifolia,Aegiphila,integrifolia,Lamiaceae,Aegiphila integrifolia
413,Aegiphila laeta,Aegiphila,laeta,Lamiaceae,Aegiphila laeta
414,Aegiphila lanceolata,Aegiphila,lanceolata,Lamiaceae,Aegiphila lanceolata
415,Aegiphila macrantha,Aegiphila,macrantha,Lamiaceae,Aegiphila macrantha
416,Aegiphila obducta,Aegiphila,obducta,Lamiaceae,Aegiphila obducta
417,Aegiphila odontophylla,Aegiphila,odontophylla,Lamiaceae,Aegiphila odontophylla
418,Aegiphila panamensis,Aegiphila,panamensis,Lamiaceae,Aegiphila panamensis
419,Aegiphila sellowiana,Aegiphila,sellowiana,Lamiaceae,Aegiphila sellowiana
420,Aegiphila sppAraracua1,Aegiphila,,Lamiaceae,Aegiphila 
421,Aegiphila sppBRi1,Aegiphila,,Lamiaceae,Aegiphila 
422,Aegiphila sppCedral1,Aegiphila,,Lamiaceae,Aegiphila 
423,Aegiphila sppCerroesp1,Aegiphila,,Lamiaceae,Aegiphila 
424,Aegiphila sppColosoi1,Aegiphila,,Lamiaceae,Aegiphila 
425,Aegiphila sppCuangos1,Aegiphila,,Lamiaceae,Aegiphila 
426,Aegiphila sppCuevas1,Aegiphila,,Lamiaceae,Aegiphila 
427,Aegiphila sppFPnet1,Aegiphila,,Lamiaceae,Aegiphila 
428,Aegiphila sppFarall1,Aegiphila,,Lamiaceae,Aegiphila 
429,Aegiphila sppLaraya1,Aegiphila,,Lamiaceae,Aegiphila 
430,Aegiphila sppLinhares1,Aegiphila,,Lamiaceae,Aegiphila 
431,Aegiphila sppMagsasay1,Aegiphila,,Lamiaceae,Aegiphila 
432,Aegiphila sppPersever1,Aegiphila,,Lamiaceae,Aegiphila 
433,Aegiphila sppRiomanso1,Aegiphila,,Lamiaceae,Aegiphila 
434,Aegiphila sppRiotavar1,Aegiphila,,Lamiaceae,Aegiphila 
435,Aegiphila sppSabanaru1,Aegiphila,,Lamiaceae,Aegiphila 
436,Aegiphila sppSantacru1,Aegiphila,,Lamiaceae,Aegiphila 
437,Aegiphila sppTamblat21,Aegiphila,,Lamiaceae,Aegiphila 
438,Aegiphila sppUcumari1,Aegiphila,,Lamiaceae,Aegiphila 
439,Aegiphila verticillata,Aegiphila,verticillata,Lamiaceae,Aegiphila verticillata
440,Aequatorium cajamarcense,Aequatorium,cajamarcense,Asteraceae,Aequatorium cajamarcense
441,Aerioselam macrocarpom,,,NA, 
442,Aeschynomene amorphoides,Aeschynomene,amorphoides,Fabaceae,Aeschynomene amorphoides
443,Aesculus californica,Aesculus,californica,Sapindaceae,Aesculus californica
444,Aesculus flava,Aesculus,flava,Sapindaceae,Aesculus flava
445,Aesculus glabra,Aesculus,glabra,Sapindaceae,Aesculus glabra
446,Aesculus hippocastaneum,Aesculus,hippocastanum,Sapindaceae,Aesculus hippocastanum
447,Aesculus hippocastanum,Aesculus,hippocastanum,Sapindaceae,Aesculus hippocastanum
448,Aesculus sppUS1,Aesculus,,Sapindaceae,Aesculus 
449,Aesculus sylvatica,Aesculus,sylvatica,Sapindaceae,Aesculus sylvatica
450,Aextoxicon punctatum,Aextoxicon,punctatum,Aextoxicaceae,Aextoxicon punctatum
451,Affonsea sppFPnet1,Affonsea,,Fabaceae,Affonsea 
452,Affonsea sppSCA1,Affonsea,,Fabaceae,Affonsea 
453,Afraegle paniculata,Afraegle,paniculata,Rutaceae,Afraegle paniculata
454,Afrife sppCDi1,,,NA, 
455,Afrimax sppCDi1,,,NA, 
456,Afrocrania volkensii,Afrocrania,volkensii,Cornaceae,Afrocrania volkensii
457,Afrosersalisia afzelii,Afrosersalisia,afzelii,Sapotaceae,Afrosersalisia afzelii
458,Afrostyrax kamerunensis,Afrostyrax,kamerunensis,Huaceae,Afrostyrax kamerunensis
459,Afrostyrax lepidophyllus,Afrostyrax,lepidophyllus,Huaceae,Afrostyrax lepidophyllus
460,Afrostyrax sppBanyong1,Afrostyrax,,Huaceae,Afrostyrax 
461,Afrostyrax sppGA1,Afrostyrax,,Huaceae,Afrostyrax 
462,Afrostyrax sppGA2,Afrostyrax,,Huaceae,Afrostyrax 
463,Afrostyrax sppNdakanni1,Afrostyrax,,Huaceae,Afrostyrax 
464,Afzelia africana,Afzelia,africana,Fabaceae,Afzelia africana
465,Afzelia bella,Afzelia,bella,Fabaceae,Afzelia bella
466,Afzelia bipindensis,Afzelia,bipindensis,Fabaceae,Afzelia bipindensis
467,Afzelia bracteata,Afzelia,bracteata,Fabaceae,Afzelia bracteata
468,Afzelia pachyloba,Afzelia,pachyloba,Fabaceae,Afzelia pachyloba
469,Afzelia parviflora,Afzelia,parviflora,Fabaceae,Afzelia parviflora
470,Afzelia sppFPnet1,Afzelia,,Fabaceae,Afzelia 
471,Afzelia xylocarpa,Afzelia,xylocarpa,Fabaceae,Afzelia xylocarpa
472,Aganope lucida,Aganope,lucida,Fabaceae,Aganope lucida
473,Aganosma marginata,Aganosma,marginata,Apocynaceae,Aganosma marginata
474,Agarista eucalyptoides,Agarista,eucalyptoides,Ericaceae,Agarista eucalyptoides
475,Agarista salicifolia,Agarista,salicifolia,Ericaceae,Agarista salicifolia
476,Agatea rufotomentosa,Agatea,rufotomentosa,Violaceae,Agatea rufotomentosa
477,Agatea sppNewcaldo1,Agatea,,Violaceae,Agatea 
478,Agatea sppNewcaldo2,Agatea,,Violaceae,Agatea 
479,Agathis australis,Agathis,australis,Araucariaceae,Agathis australis
480,Agathis lanceolata,Agathis,lanceolata,Araucariaceae,Agathis lanceolata
481,Agathis macrophylla,Agathis,macrophylla,Araucariaceae,Agathis macrophylla
482,Agathis macrostachys,Agathis,macrostachys,Araucariaceae,Agathis macrostachys
483,Agathis moorei,Agathis,moorei,Araucariaceae,Agathis moorei
484,Agathis robusta,Agathis,robusta,Araucariaceae,Agathis robusta
485,Agathis sppNewcaldo1,Agathis,,Araucariaceae,Agathis 
486,Agauria salicifolia,Agauria,salicifolia,Ericaceae,Agauria salicifolia
487,Agauria sppTZ1,Agauria,,Ericaceae,Agauria 
488,Agave sppMotozint1,Agave,,Asparagaceae,Agave 
489,Agelaea borneensis,Agelaea,borneensis,Connaraceae,Agelaea borneensis
490,Agelaea macrophylla,Agelaea,macrophylla,Connaraceae,Agelaea macrophylla
491,Agelaea obliqua,Agelaea,obliqua,Connaraceae,Agelaea obliqua
492,Agelaea paradoxa,Agelaea,paradoxa,Connaraceae,Agelaea paradoxa
493,Agelaea pentagyna,Agelaea,pentagyna,Connaraceae,Agelaea pentagyna
494,Agelaea sppNdakani1,Agelaea,,Connaraceae,Agelaea 
495,Agelaea sppNdakanni1,Agelaea,,Connaraceae,Agelaea 
496,Agelaea sppPasoh401,Agelaea,,Connaraceae,Agelaea 
497,Agelaea sppPerinet1,Agelaea,,Connaraceae,Agelaea 
498,Agelaea trinervis,Agelaea,trinervis,Connaraceae,Agelaea trinervis
499,Aglaia anamallayana,Aglaia,anamallayana,Meliaceae,Aglaia anamallayana
500,Aglaia aquea,Aglaia,aquea,Meliaceae,Aglaia aquea
501,Aglaia argentea,Aglaia,argentea,Meliaceae,Aglaia argentea
502,Aglaia axillaris,Aglaia,axillaris,Meliaceae,Aglaia axillaris
503,Aglaia basiphylla,Aglaia,basiphylla,Meliaceae,Aglaia basiphylla
504,Aglaia borneensis,Aglaia,borneensis,Meliaceae,Aglaia borneensis
505,Aglaia cinerea,Aglaia,cinerea,Meliaceae,Aglaia cinerea
506,Aglaia cordata,Aglaia,cordata,Meliaceae,Aglaia cordata
507,Aglaia crysocelata,Aglaia,,Meliaceae,Aglaia
508,Aglaia cucullata,Aglaia,cucullata,Meliaceae,Aglaia cucullata
509,Aglaia cumingiana,Aglaia,cumingiana,Meliaceae,Aglaia cumingiana
510,Aglaia dookoo,Aglaia,dookoo,Meliaceae,Aglaia dookoo
511,Aglaia edulis,Aglaia,edulis,Meliaceae,Aglaia edulis
512,Aglaia elaeagnoidea,Aglaia,elaeagnoidea,Meliaceae,Aglaia elaeagnoidea
513,Aglaia euphorioides,Aglaia,euphorioides,Meliaceae,Aglaia euphorioides
514,Aglaia eximia,Aglaia,eximia,Meliaceae,Aglaia eximia
515,Aglaia exstipulata,Aglaia,exstipulata,Meliaceae,Aglaia exstipulata
516,Aglaia forbesii,Aglaia,forbesii,Meliaceae,Aglaia forbesii
517,Aglaia ganggo,Aglaia,ganggo,Meliaceae,Aglaia ganggo
518,Aglaia gigantea,Aglaia,gigantea,Meliaceae,Aglaia gigantea
519,Aglaia glabriflora,Aglaia,glabriflora,Meliaceae,Aglaia glabriflora
520,Aglaia grandis,Aglaia,grandis,Meliaceae,Aglaia grandis
521,Aglaia korthalsii,Aglaia,korthalsii,Meliaceae,Aglaia korthalsii
522,Aglaia lawii,Aglaia,lawii,Meliaceae,Aglaia lawii
523,Aglaia leptantha,Aglaia,leptantha,Meliaceae,Aglaia leptantha
524,Aglaia macrocarpa,Aglaia,macrocarpa,Meliaceae,Aglaia macrocarpa
525,Aglaia mariannensis,Aglaia,mariannensis,Meliaceae,Aglaia mariannensis
526,Aglaia merostela,Aglaia,merostela,Meliaceae,Aglaia merostela
527,Aglaia odoratissima,Aglaia,odoratissima,Meliaceae,Aglaia odoratissima
528,Aglaia oligophylla,Aglaia,oligophylla,Meliaceae,Aglaia oligophylla
529,Aglaia palauensis,Aglaia,palauensis,Meliaceae,Aglaia palauensis
530,Aglaia parksii,Aglaia,parksii,Meliaceae,Aglaia parksii
531,Aglaia roxburghiana,Aglaia,roxburghiana,Meliaceae,Aglaia roxburghiana
532,Aglaia rubiginosa,Aglaia,rubiginosa,Meliaceae,Aglaia rubiginosa
533,Aglaia saltatorum,Aglaia,saltatorum,Meliaceae,Aglaia saltatorum
534,Aglaia samoensis,Aglaia,samoensis,Meliaceae,Aglaia samoensis
535,Aglaia sapindina,Aglaia,sapindina,Meliaceae,Aglaia sapindina
536,Aglaia sexipetala,Aglaia,sexipetala,Meliaceae,Aglaia sexipetala
537,Aglaia silvestris,Aglaia,silvestris,Meliaceae,Aglaia silvestris
538,Aglaia speciosa,Aglaia,speciosa,Meliaceae,Aglaia speciosa
539,Aglaia spectabilis,Aglaia,spectabilis,Meliaceae,Aglaia spectabilis
540,Aglaia sppBakosar1,Aglaia,,Meliaceae,Aglaia 
541,Aglaia sppPacific1,Aglaia,,Meliaceae,Aglaia 
542,Aglaia sppPacific2,Aglaia,,Meliaceae,Aglaia 
543,Aglaia sppPacific3,Aglaia,,Meliaceae,Aglaia 
544,Aglaia sppPasoh301,Aglaia,,Meliaceae,Aglaia 
545,Aglaia sppSemengoh1,Aglaia,,Meliaceae,Aglaia 
546,Aglaia sppSemengoh2,Aglaia,,Meliaceae,Aglaia 
547,Aglaia sppSemengoh3,Aglaia,,Meliaceae,Aglaia 
548,Aglaia sppSemengoh4,Aglaia,,Meliaceae,Aglaia 
549,Aglaia sppTEAM1,Aglaia,,Meliaceae,Aglaia 
550,Aglaia sppTEAM2,Aglaia,,Meliaceae,Aglaia 
551,Aglaia sppTEAM3,Aglaia,,Meliaceae,Aglaia 
552,Aglaia sppTEAM4,Aglaia,,Meliaceae,Aglaia 
553,Aglaia sppTEAM5,Aglaia,,Meliaceae,Aglaia 
554,Aglaia sppTEAM6,Aglaia,,Meliaceae,Aglaia 
555,Aglaia sppTEAM7,Aglaia,,Meliaceae,Aglaia 
556,Aglaia sppTEAM8,Aglaia,,Meliaceae,Aglaia 
557,Aglaia sppTEAM9,Aglaia,,Meliaceae,Aglaia 
558,Aglaia sppVN1,Aglaia,,Meliaceae,Aglaia 
559,Aglaia sppVarirata1,Aglaia,,Meliaceae,Aglaia 
560,Aglaia sppVarirata2,Aglaia,,Meliaceae,Aglaia 
561,Aglaia sppVarirata3,Aglaia,,Meliaceae,Aglaia 
562,Aglaia sppVarirata4,Aglaia,,Meliaceae,Aglaia 
563,Aglaia sppVarirata5,Aglaia,,Meliaceae,Aglaia 
564,Aglaia tenuicaulis,Aglaia,tenuicaulis,Meliaceae,Aglaia tenuicaulis
565,Aglaia tomentosa,Aglaia,tomentosa,Meliaceae,Aglaia tomentosa
566,Aglaia trichilia,Aglaia,,Meliaceae,Aglaia
567,Aglaia unifolia,Aglaia,unifolia,Meliaceae,Aglaia unifolia
568,Aglaia vitiensis,Aglaia,vitiensis,Meliaceae,Aglaia vitiensis
569,Agonandra brasiliensis,Agonandra,brasiliensis,Opiliaceae,Agonandra brasiliensis
570,Agonandra engleri,Agonandra,engleri,Opiliaceae,Agonandra engleri
571,Agonandra excelsa,Agonandra,excelsa,Opiliaceae,Agonandra excelsa
572,Agonandra peruviana,Agonandra,peruviana,Opiliaceae,Agonandra peruviana
573,Agonandra racemosa,Agonandra,racemosa,Opiliaceae,Agonandra racemosa
574,Agonandra silvatica,Agonandra,silvatica,Opiliaceae,Agonandra silvatica
575,Agonandra spegazzini,Agonandra,spegazzini,Opiliaceae,Agonandra spegazzini
576,Agonandra sppChaquima1,Agonandra,,Opiliaceae,Agonandra 
577,Agonandra sppFPnet1,Agonandra,,Opiliaceae,Agonandra 
578,Agonandra sppRAINFOR1,Agonandra,,Opiliaceae,Agonandra 
579,Agonandra sppSCA1,Agonandra,,Opiliaceae,Agonandra 
580,Agonandra sppTEAM1,Agonandra,,Opiliaceae,Agonandra 
581,Agouticarpa sppFPnet1,Agouticarpa,,Rubiaceae,Agouticarpa 
582,Agouticarpa sppRAINFOR1,Agouticarpa,,Rubiaceae,Agouticarpa 
583,Agrostistachys longifolia,Agrostistachys,longifolia,Euphorbiaceae,Agrostistachys longifolia
584,Aida racemosa,Aidia,racemosa,Rubiaceae,Aidia racemosa
585,Aidia canthioides,Aidia,canthioides,Rubiaceae,Aidia canthioides
586,Aidia cochinchinensis,Aidia,cochinchinensis,Rubiaceae,Aidia cochinchinensis
587,Aidia congestum,Aidia,congesta,Rubiaceae,Aidia congesta
588,Aidia densiflora,Aidia,densiflora,Rubiaceae,Aidia densiflora
589,Aidia genipiflora,Aidia,genipiflora,Rubiaceae,Aidia genipiflora
590,Aidia micrantha,Aidia,micrantha,Rubiaceae,Aidia micrantha
591,Aidia ochroleuca,Aidia,ochroleuca,Rubiaceae,Aidia ochroleuca
592,Aidia parvifolia,Aidia,parvifolia,Rubiaceae,Aidia parvifolia
593,Aidia sppCDi1,Aidia,,Rubiaceae,Aidia 
594,Aidia sppCDi2,Aidia,,Rubiaceae,Aidia 
595,Aidia sppGA1,Aidia,,Rubiaceae,Aidia 
596,Aidia wallichiana,Aidia,wallichiana,Rubiaceae,Aidia wallichiana
597,Ailanthus altissima,Ailanthus,altissima,Simaroubaceae,Ailanthus altissima
598,Ailanthus integrifolia,Ailanthus,integrifolia,Simaroubaceae,Ailanthus integrifolia
599,Ailanthus malabarica,Ailanthus,malabarica,Simaroubaceae,Ailanthus malabarica
600,Ailanthus moluccana,Ailanthus,moluccana,Simaroubaceae,Ailanthus moluccana
601,Aiouea densiflora,Aiouea,densiflora,Lauraceae,Aiouea densiflora
602,Aiouea dubia,Aiouea,dubia,Lauraceae,Aiouea dubia
603,Aiouea grandifolia,Aiouea,grandifolia,Lauraceae,Aiouea grandifolia
604,Aiouea longipetiolata,Aiouea,longipetiolata,Lauraceae,Aiouea longipetiolata
605,Aiouea saligna,Aiouea,saligna,Lauraceae,Aiouea saligna
606,Aiouea sppAntado1,Aiouea,,Lauraceae,Aiouea 
607,Aiouea sppFPnet1,Aiouea,,Lauraceae,Aiouea 
608,Aiouea sppPE1,Aiouea,,Lauraceae,Aiouea 
609,Aiouea sppRAINFOR1,Aiouea,,Lauraceae,Aiouea 
610,Aiouea sppRanchoqu1,Aiouea,,Lauraceae,Aiouea 
611,Aiouea sppTEAM1,Aiouea,,Lauraceae,Aiouea 
612,Aiouea sppTambupl1,Aiouea,,Lauraceae,Aiouea 
613,Aiouea tomentella,Aiouea,tomentella,Lauraceae,Aiouea tomentella
614,Aiphanes aculeata,Aiphanes,aculeata,Arecaceae,Aiphanes aculeata
615,Aiphanes concinna,Aiphanes,concinna,Arecaceae,Aiphanes concinna
616,Aiphanes erinacea,Aiphanes,erinacea,Arecaceae,Aiphanes erinacea
617,Aiphanes sppAntado1,Aiphanes,,Arecaceae,Aiphanes 
618,Aiphanes sppCuangos1,Aiphanes,,Arecaceae,Aiphanes 
619,Aiphanes sppCuevas1,Aiphanes,,Arecaceae,Aiphanes 
620,Aiphanes sppFarall1,Aiphanes,,Arecaceae,Aiphanes 
621,Aiphanes sppHachimal1,Aiphanes,,Arecaceae,Aiphanes 
622,Aiphanes sppIncahuar1,Aiphanes,,Arecaceae,Aiphanes 
623,Aiphanes sppLaplanad1,Aiphanes,,Arecaceae,Aiphanes 
624,Aiphanes sppMaquipuc1,Aiphanes,,Arecaceae,Aiphanes 
625,Aiphanes ulei,Aiphanes,ulei,Arecaceae,Aiphanes ulei
626,Airyantha schweinfurthii,Airyantha,schweinfurthii,Fabaceae,Airyantha schweinfurthii
627,Akiba sppCutervo1,Aniba,,Lauraceae,Aniba 
628,Alafia barteri,Alafia,barteri,Apocynaceae,Alafia barteri
629,Alafia thouarsii,Alafia,thouarsii,Apocynaceae,Alafia thouarsii
630,Alangium chinense,Alangium,chinense,Cornaceae,Alangium chinense
631,Alangium ebenaceum,Alangium,ebenaceum,Cornaceae,Alangium ebenaceum
632,Alangium griffithii,Alangium,griffithii,Cornaceae,Alangium griffithii
633,Alangium javanicum,Alangium,javanicum,Cornaceae,Alangium javanicum
634,Alangium kurzii,Alangium,kurzii,Cornaceae,Alangium kurzii
635,Alangium platanifolium,Alangium,platanifolium,Cornaceae,Alangium platanifolium
636,Alangium ridleyi,Alangium,ridleyi,Cornaceae,Alangium ridleyi
637,Alangium sppBaitete1,Alangium,,Cornaceae,Alangium 
638,Alangium sppNadugani1,Alangium,,Cornaceae,Alangium 
639,Alangium villosum,Alangium,villosum,Cornaceae,Alangium villosum
640,Alangium vitiense,Alangium,vitiense,Cornaceae,Alangium vitiense
641,Alberta humblotii,Alberta,humblotii,Rubiaceae,Alberta humblotii
642,Alberta sppRAINFOR1,Alberta,,Rubiaceae,Alberta 
643,Albizia adenocephala,Albizia,adinocephala,Fabaceae,Albizia adinocephala
644,Albizia adianthifolia,Albizia,adianthifolia,Fabaceae,Albizia adianthifolia
645,Albizia aurisparsa,Albizia,aurisparsa,Fabaceae,Albizia aurisparsa
646,Albizia balsamifera,Albizia,,Fabaceae,Albizia
647,Albizia bernieri,Albizia,bernieri,Fabaceae,Albizia bernieri
648,Albizia carbonaria,Albizia,carbonaria,Fabaceae,Albizia carbonaria
649,Albizia caribaea,Albizia,caribaea,Fabaceae,Albizia caribaea
650,Albizia commiphoroides,Albizia,commiphoroides,Fabaceae,Albizia commiphoroides
651,Albizia corymbosa,Albizia,corymbosa,Fabaceae,Albizia corymbosa
652,Albizia dubia,Albizia,dubia,Fabaceae,Albizia dubia
653,Albizia duckeana,Albizia,duckeana,Fabaceae,Albizia duckeana
654,Albizia edwallii,Albizia,edwallii,Fabaceae,Albizia edwallii
655,Albizia falcataria,Albizia,falcataria,Fabaceae,Albizia falcataria
656,Albizia ferruginea,Albizia,ferruginea,Fabaceae,Albizia ferruginea
657,Albizia glaberrima,Albizia,glaberrima,Fabaceae,Albizia glaberrima
658,Albizia guachapele,Albizia,guachapele,Fabaceae,Albizia guachapele
659,Albizia gummifera,Albizia,gummifera,Fabaceae,Albizia gummifera
660,Albizia julibrissin,Albizia,julibrissin,Fabaceae,Albizia julibrissin
661,Albizia kalkora,Albizia,kalkora,Fabaceae,Albizia kalkora
662,Albizia lebbec,Albizia,lebbeck,Fabaceae,Albizia lebbeck
663,Albizia lebbeck,Albizia,lebbeck,Fabaceae,Albizia lebbeck
664,Albizia lucidior,Albizia,lucidior,Fabaceae,Albizia lucidior
665,Albizia myriophylla,Albizia,myriophylla,Fabaceae,Albizia myriophylla
666,Albizia niopoides,Albizia,niopoides,Fabaceae,Albizia niopoides
667,Albizia occidentalis,Albizia,occidentalis,Fabaceae,Albizia occidentalis
668,Albizia pedicellaris,Albizia,pedicellaris,Fabaceae,Albizia pedicellaris
669,Albizia polycephala,Albizia,polycephala,Fabaceae,Albizia polycephala
670,Albizia procera,Albizia,procera,Fabaceae,Albizia procera
671,Albizia purpusii,Albizia,purpusii,Fabaceae,Albizia purpusii
672,Albizia saman,Albizia,saman,Fabaceae,Albizia saman
673,Albizia saponaria,Albizia,saponaria,Fabaceae,Albizia saponaria
674,Albizia sppAnkarif1,Albizia,,Fabaceae,Albizia 
675,Albizia sppBRi1,Albizia,,Fabaceae,Albizia 
676,Albizia sppBerbicer1,Albizia,,Fabaceae,Albizia 
677,Albizia sppCDi1,Albizia,,Fabaceae,Albizia 
678,Albizia sppCDi2,Albizia,,Fabaceae,Albizia 
679,Albizia sppCDi3,Albizia,,Fabaceae,Albizia 
680,Albizia sppColorado1,Albizia,,Fabaceae,Albizia 
681,Albizia sppFPnet1,Albizia,,Fabaceae,Albizia 
682,Albizia sppGA1,Albizia,,Fabaceae,Albizia 
683,Albizia sppGHA1,Albizia,,Fabaceae,Albizia 
684,Albizia sppIN1,Albizia,,Fabaceae,Albizia 
685,Albizia sppNosymang1,Albizia,,Fabaceae,Albizia 
686,Albizia sppPacific1,Albizia,,Fabaceae,Albizia 
687,Albizia sppPerinet1,Albizia,,Fabaceae,Albizia 
688,Albizia sppRAINFOR1,Albizia,,Fabaceae,Albizia 
689,Albizia sppSL1,Albizia,,Fabaceae,Albizia 
690,Albizia sppTEAM1,Albizia,,Fabaceae,Albizia 
691,Albizia tomentosa,Albizia,tomentosa,Fabaceae,Albizia tomentosa
692,Albizia tulearensis,Albizia,tulearensis,Fabaceae,Albizia tulearensis
693,Albizia zygia,Albizia,zygia,Fabaceae,Albizia zygia
694,Albizzia granulosa,Albizia,granulosa,Fabaceae,Albizia granulosa
695,Albizzia marthae,Albizia,marthae,Fabaceae,Albizia marthae
696,Albizzia odoratissima,Albizia,odoratissima,Fabaceae,Albizia odoratissima
697,Albizzia petitiana,Albizia,,Fabaceae,Albizia
698,Albizzia sppFPnet1,Albizzia,,Fabaceae,Albizzia 
699,Alchornea acutifolia,Alchornea,acutifolia,Euphorbiaceae,Alchornea acutifolia
700,Alchornea brittonii,Alchornea,brittonii,Euphorbiaceae,Alchornea brittonii
701,Alchornea coelophylla,Alchornea,coelophylla,Euphorbiaceae,Alchornea coelophylla
702,Alchornea cordata,Alchornea,cordata,Euphorbiaceae,Alchornea cordata
703,Alchornea cordifolia,Alchornea,cordifolia,Euphorbiaceae,Alchornea cordifolia
704,Alchornea costaricensis,Alchornea,costaricensis,Euphorbiaceae,Alchornea costaricensis
705,Alchornea discolor,Alchornea,discolor,Euphorbiaceae,Alchornea discolor
706,Alchornea floribunda,Alchornea,floribunda,Euphorbiaceae,Alchornea floribunda
